[run number],density,wind-direction,fighting-strategy,wind-velocity,[step],burned-trees,initial-trees
267,52,N,Fire density,50,76,62,56330
268,54,N,Fire density,50,76,64,58755
269,56,N,Fire density,50,91,101,61053
270,58,N,Fire density,50,76,84,63019
271,60,N,Fire density,50,91,113,65015
272,62,N,Fire density,50,91,222,67221
273,64,N,Fire density,50,91,121,69476
274,66,N,Fire density,50,121,224,71581
275,68,N,Fire density,50,181,684,73701
276,70,N,Fire density,50,106,296,75955
232,86,N,Fire density,40,1591,90669,93287
277,72,N,Fire density,50,151,499,78116
208,90,N,Fire density,35,1661,95916,97757
233,88,N,Fire density,40,1621,92783,95079
234,90,N,Fire density,40,1621,95489,97673
255,80,N,Fire density,45,1681,83726,86839
254,78,N,Fire density,45,1711,80871,84504
256,82,N,Fire density,45,1651,86186,88961
257,84,N,Fire density,45,1636,88456,91022
260,90,N,Fire density,45,1636,95240,97522
287,40,N,Fire density,55,181,22,43061
259,88,N,Fire density,45,1651,93255,95611
288,42,N,Fire density,55,181,30,45543
289,44,N,Fire density,55,241,53,47802
290,46,N,Fire density,55,181,49,50032
258,86,N,Fire density,45,1621,90980,93418
291,48,N,Fire density,55,241,28,52107
292,50,N,Fire density,55,241,68,54034
293,52,N,Fire density,55,241,48,56742
294,54,N,Fire density,55,241,83,58543
