[run number],density,wind-direction,fighting-strategy,wind-velocity,[step],burned-trees,initial-trees
390,90,N,No fighting,70,1321,97586,97688
419,44,N,No fighting,80,101,36,47624
420,46,N,No fighting,80,121,49,49927
421,48,N,No fighting,80,101,32,51951
422,50,N,No fighting,80,141,36,54216
418,42,N,No fighting,80,101,30,45527
423,52,N,No fighting,80,141,152,56624
407,72,N,No fighting,75,3081,69297,77959
425,56,N,No fighting,80,221,161,60743
424,54,N,No fighting,80,101,97,58632
426,58,N,No fighting,80,241,237,62909
427,60,N,No fighting,80,261,1174,65144
408,74,N,No fighting,75,2921,73591,80547
430,66,N,No fighting,80,681,4723,71491
429,64,N,No fighting,80,801,5173,69329
428,62,N,No fighting,80,181,260,67024
409,76,N,No fighting,75,2501,80212,82446
411,80,N,No fighting,75,1821,85320,86826
432,70,N,No fighting,80,901,16933,76032
410,78,N,No fighting,75,1881,81922,84456
431,68,N,No fighting,80,1161,17522,74020
412,82,N,No fighting,75,1741,87805,88834
433,72,N,No fighting,80,1221,33126,78043
413,84,N,No fighting,75,1661,90350,90958
414,86,N,No fighting,75,1481,93204,93506
443,40,N,No fighting,85,81,4,43467
444,42,N,No fighting,85,101,63,45556
415,88,N,No fighting,75,1501,95238,95489
445,44,N,No fighting,85,81,31,47776
446,46,N,No fighting,85,101,28,49489
447,48,N,No fighting,85,101,22,52098
448,50,N,No fighting,85,101,65,54326
449,52,N,No fighting,85,101,20,56462
450,54,N,No fighting,85,121,122,58583
451,56,N,No fighting,85,121,49,60816
416,90,N,No fighting,75,1441,97406,97567
452,58,N,No fighting,85,161,233,63158
453,60,N,No fighting,85,201,204,65182
454,62,N,No fighting,85,781,2221,67515
455,64,N,No fighting,85,881,7849,69386
456,66,N,No fighting,85,841,8167,71617
457,68,N,No fighting,85,961,12641,73892
458,70,N,No fighting,85,1121,20816,75878
436,78,N,No fighting,80,3041,82390,84575
459,72,N,No fighting,85,1061,25438,77995
435,76,N,No fighting,80,3961,79444,82476
437,80,N,No fighting,80,2081,85269,86711
460,74,N,No fighting,85,1161,30038,80340
438,82,N,No fighting,80,2261,87886,88810
440,86,N,No fighting,80,1821,92632,93095
439,84,N,No fighting,80,2021,90330,90954
441,88,N,No fighting,80,1681,95127,95410
469,40,N,No fighting,90,81,11,43442
470,42,N,No fighting,90,101,28,45653
471,44,N,No fighting,90,101,41,47702
472,46,N,No fighting,90,101,33,49898
461,76,N,No fighting,85,1161,34684,82540
473,48,N,No fighting,90,121,48,51919
474,50,N,No fighting,90,101,40,54192
476,54,N,No fighting,90,81,16,58538
477,56,N,No fighting,90,141,264,60568
475,52,N,No fighting,90,161,242,56671
478,58,N,No fighting,90,141,126,62895
479,60,N,No fighting,90,441,910,64856
481,64,N,No fighting,90,541,2481,69761
480,62,N,No fighting,90,741,2409,67142
462,78,N,No fighting,85,1361,49078,84632
482,66,N,No fighting,90,661,8380,71703
442,90,N,No fighting,80,1641,97452,97618
484,70,N,No fighting,90,801,13579,75979
483,68,N,No fighting,90,701,12661,73502
486,74,N,No fighting,90,981,22703,80118
485,72,N,No fighting,90,1001,20132,78066
487,76,N,No fighting,90,1061,25498,82646
463,80,N,No fighting,85,4081,84984,86718
434,74,N,No fighting,80,2821,47981,80257
464,82,N,No fighting,85,2861,86069,89150
495,40,N,No fighting,95,81,28,43473
496,42,N,No fighting,95,101,18,45219
488,78,N,No fighting,90,961,34934,84701
497,44,N,No fighting,95,81,29,47461
498,46,N,No fighting,95,101,53,49747
499,48,N,No fighting,95,161,101,52066
500,50,N,No fighting,95,101,35,54278
501,52,N,No fighting,95,101,34,56410
502,54,N,No fighting,95,181,128,58368
489,80,N,No fighting,90,1041,38958,86705
466,86,N,No fighting,85,2361,92845,93409
503,56,N,No fighting,95,161,267,60528
465,84,N,No fighting,85,2301,90410,91274
504,58,N,No fighting,95,161,163,62926
505,60,N,No fighting,95,161,116,65439
506,62,N,No fighting,95,321,1677,67121
507,64,N,No fighting,95,661,3033,69277
508,66,N,No fighting,95,601,7215,71636
490,82,N,No fighting,90,1601,44114,88907
509,68,N,No fighting,95,681,9343,73715
510,70,N,No fighting,95,701,12231,76086
468,90,N,No fighting,85,1921,97356,97704
467,88,N,No fighting,85,2081,95125,95588
511,72,N,No fighting,95,981,20384,78004
512,74,N,No fighting,95,921,21833,80200
513,76,N,No fighting,95,961,23918,82592
521,40,N,No fighting,100,81,2,43097
522,42,N,No fighting,100,81,19,45840
523,44,N,No fighting,100,101,35,47769
514,78,N,No fighting,95,961,32073,84666
524,46,N,No fighting,100,101,14,49893
525,48,N,No fighting,100,81,18,52150
526,50,N,No fighting,100,101,42,54224
527,52,N,No fighting,100,101,93,56239
528,54,N,No fighting,100,161,235,58955
529,56,N,No fighting,100,161,217,60584
530,58,N,No fighting,100,301,749,62821
531,60,N,No fighting,100,161,340,65195
515,80,N,No fighting,95,941,35891,86702
516,82,N,No fighting,95,961,33966,89026
532,62,N,No fighting,100,121,227,67277
533,64,N,No fighting,100,261,662,69310
517,84,N,No fighting,95,981,40937,91190
534,66,N,No fighting,100,641,6494,71484
518,86,N,No fighting,95,1161,43124,93332
536,70,N,No fighting,100,681,9326,75883
491,84,N,No fighting,90,6721,87244,91075
535,68,N,No fighting,100,681,10088,73685
537,72,N,No fighting,100,841,12179,78071
519,88,N,No fighting,95,1341,46907,95444
538,74,N,No fighting,100,941,19380,80394
492,86,N,No fighting,90,3701,90804,93321
493,88,N,No fighting,90,3501,94924,95733
539,76,N,No fighting,100,921,25410,82049
540,78,N,No fighting,100,961,28618,84333
520,90,N,No fighting,95,2041,61612,97649
541,80,N,No fighting,100,941,28508,86863
542,82,N,No fighting,100,921,33212,89100
543,84,N,No fighting,100,881,32996,91129
544,86,N,No fighting,100,901,39001,93279
545,88,N,No fighting,100,941,40224,95420
546,90,N,No fighting,100,961,44285,97584
494,90,N,No fighting,90,2581,96821,97722
