[run number],density,wind-direction,fighting-strategy,wind-velocity,[step],burned-trees,initial-trees
507,64,N,Wind,95,81,110,69739
508,66,N,Wind,95,121,344,71453
509,68,N,Wind,95,141,494,73723
510,70,N,Wind,95,221,1161,75998
511,72,N,Wind,95,181,786,78183
491,84,N,Wind,90,1101,44974,91039
512,74,N,Wind,95,141,609,80453
492,86,N,Wind,90,1061,46375,93346
513,76,N,Wind,95,221,1434,82180
514,78,N,Wind,95,181,1035,84529
416,90,N,Wind,75,1361,94058,97661
515,80,N,Wind,95,801,23479,86480
415,88,N,Wind,75,1421,91902,95464
516,82,N,Wind,95,941,32519,88985
521,40,N,Wind,100,81,16,43426
522,42,N,Wind,100,81,26,45588
523,44,N,Wind,100,81,38,47979
524,46,N,Wind,100,81,43,49773
493,88,N,Wind,90,1761,69805,95607
525,48,N,Wind,100,81,14,52266
526,50,N,Wind,100,81,32,54059
527,52,N,Wind,100,81,31,56238
528,54,N,Wind,100,81,53,58794
529,56,N,Wind,100,81,46,60730
530,58,N,Wind,100,101,118,62834
531,60,N,Wind,100,81,44,65218
532,62,N,Wind,100,81,59,67165
517,84,N,Wind,95,961,36800,91006
533,64,N,Wind,100,101,103,69432
534,66,N,Wind,100,121,229,71537
535,68,N,Wind,100,161,524,73798
536,70,N,Wind,100,141,490,75955
539,76,N,Wind,100,201,939,82421
537,72,N,Wind,100,221,1281,78319
337,88,N,Wind,60,1321,49439,95338
538,74,N,Wind,100,301,2473,80592
541,80,N,Wind,100,401,2915,87102
519,88,N,Wind,95,1001,40385,95335
540,78,N,Wind,100,761,22064,84375
518,86,N,Wind,95,981,42944,93545
312,90,N,Wind,55,1261,56371,97844
542,82,N,Wind,100,861,25440,89044
494,90,N,Wind,90,1841,72459,97552
543,84,N,Wind,100,901,34325,90978
544,86,N,Wind,100,881,31824,93310
520,90,N,Wind,95,1021,47688,97763
545,88,N,Wind,100,921,38232,95592
546,90,N,Wind,100,901,39353,97702
338,90,N,Wind,60,1321,54594,97685
336,86,N,Wind,60,1321,91423,93310
310,86,N,Wind,55,1321,91490,92940
